Key;SNS (m);SPC (m);PPV (m);NPV (m);ACC (m);BACC (m);SNS (o);SPC (o);PPV (o);NPV (o);ACC (o);BACC (o);SNS (CI95%);SPC (CI95%);PPV (CI95%);NPV (CI95%);ACC (CI95%);BACC (CI95%)
DLBCL-1H-S54;92.85714285714286;60;52;94.73684210526315;70.45454545454545;76.42857142857142;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S55;78.57142857142857;63.33333333333333;50;86.36363636363636;68.18181818181817;70.95238095238095;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S56;57.14285714285714;73.33333333333333;50;78.57142857142857;68.18181818181817;65.23809523809523;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S57;85.71428571428571;63.33333333333333;52.17391304347826;90.47619047619048;70.45454545454545;74.52380952380952;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S58;78.57142857142857;70;55.00000000000001;87.5;72.72727272727273;74.28571428571429;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S59;78.57142857142857;56.666666666666664;45.83333333333333;85;63.63636363636363;67.61904761904762;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S6;71.42857142857143;63.33333333333333;47.61904761904761;82.6086956521739;65.9090909090909;67.38095238095238;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S60;85.71428571428571;56.666666666666664;48;89.47368421052632;65.9090909090909;71.19047619047618;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S61;50;83.33333333333334;58.333333333333336;78.125;72.72727272727273;66.66666666666667;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S62;78.57142857142857;70;55.00000000000001;87.5;72.72727272727273;74.28571428571429;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S63;78.57142857142857;66.66666666666666;52.38095238095239;86.95652173913044;70.45454545454545;72.61904761904762;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S64;35.714285714285715;66.66666666666666;33.33333333333333;68.96551724137932;56.81818181818182;51.19047619047619;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S65;85.71428571428571;70;57.14285714285714;91.30434782608695;75;77.85714285714285;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S66;85.71428571428571;63.33333333333333;52.17391304347826;90.47619047619048;70.45454545454545;74.52380952380952;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S67;57.14285714285714;80;57.14285714285714;80;72.72727272727273;68.57142857142857;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S68;50;70;43.75;75;63.63636363636363;60;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S69;92.85714285714286;66.66666666666666;56.52173913043478;95.23809523809523;75;79.76190476190477;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S7;78.57142857142857;63.33333333333333;50;86.36363636363636;68.18181818181817;70.95238095238095;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S70;85.71428571428571;70;57.14285714285714;91.30434782608695;75;77.85714285714285;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S71;42.857142857142854;86.66666666666667;60;76.47058823529412;72.72727272727273;64.76190476190476;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S72;50;86.66666666666667;63.63636363636363;78.78787878787878;75;68.33333333333333;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S73;92.85714285714286;63.33333333333333;54.166666666666664;95;72.72727272727273;78.0952380952381;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S74;85.71428571428571;66.66666666666666;54.54545454545454;90.9090909090909;72.72727272727273;76.19047619047619;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S75;71.42857142857143;63.33333333333333;47.61904761904761;82.6086956521739;65.9090909090909;67.38095238095238;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S76;85.71428571428571;46.666666666666664;42.857142857142854;87.5;59.09090909090909;66.19047619047619;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S77;92.85714285714286;70;59.09090909090909;95.45454545454545;77.27272727272727;81.42857142857143;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S78;64.28571428571429;53.333333333333336;39.130434782608695;76.19047619047619;56.81818181818182;58.80952380952381;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S79;78.57142857142857;60;47.82608695652174;85.71428571428571;65.9090909090909;69.28571428571428;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S8;57.14285714285714;73.33333333333333;50;78.57142857142857;68.18181818181817;65.23809523809523;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S80;78.57142857142857;50;42.30769230769231;83.33333333333334;59.09090909090909;64.28571428571428;0;0;0;0;0;0;0;0;0;0;0;0
DLBCL-1H-S81;85.71428571428571;70;57.14285714285714;91.30434782608695;75;77.85714285714285;0;0;0;0;0;0;0;0;0;0;0;0
