Key;SNS (m);SPC (m);PPV (m);NPV (m);ACC (m);BACC (m);SNS (o);SPC (o);PPV (o);NPV (o);ACC (o);BACC (o);SNS (CI95%);SPC (CI95%);PPV (CI95%);NPV (CI95%);ACC (CI95%);BACC (CI95%)
HECKTOR-2H-Hinton-S60;60;94.73684210526315;97.05882352941177;45;68.91891891891892;77.36842105263158;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S61;67.27272727272727;63.1578947368421;84.0909090909091;40;66.21621621621621;65.21531100478468;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S62;58.18181818181818;100;100;45.23809523809524;68.91891891891892;79.0909090909091;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S63;56.36363636363636;89.47368421052632;93.93939393939394;41.46341463414634;64.86486486486487;72.91866028708134;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S64;58.18181818181818;100;100;45.23809523809524;68.91891891891892;79.0909090909091;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S65;54.54545454545454;78.94736842105263;88.23529411764706;37.5;60.810810810810814;66.74641148325358;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S66;50.90909090909091;94.73684210526315;96.55172413793103;40;62.16216216216216;72.82296650717703;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S67;25.454545454545453;100;100;31.666666666666664;44.5945945945946;62.72727272727272;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S68;49.09090909090909;94.73684210526315;96.42857142857143;39.130434782608695;60.810810810810814;71.91387559808612;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S69;45.45454545454545;100;100;38.775510204081634;59.45945945945946;72.72727272727273;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S7;52.72727272727272;100;100;42.22222222222222;64.86486486486487;76.36363636363637;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S70;60;89.47368421052632;94.28571428571428;43.58974358974359;67.56756756756756;74.73684210526315;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S71;58.18181818181818;100;100;45.23809523809524;68.91891891891892;79.0909090909091;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S72;56.36363636363636;100;100;44.18604651162791;67.56756756756756;78.18181818181817;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S73;52.72727272727272;94.73684210526315;96.66666666666667;40.909090909090914;63.51351351351351;73.73205741626793;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S74;58.18181818181818;94.73684210526315;96.96969696969697;43.90243902439025;67.56756756756756;76.45933014354067;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S75;41.81818181818181;84.21052631578947;88.46153846153845;33.33333333333333;52.702702702702695;63.014354066985646;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S76;61.81818181818181;94.73684210526315;97.14285714285714;46.15384615384615;70.27027027027027;78.27751196172248;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S77;72.72727272727273;73.68421052631578;88.88888888888889;48.275862068965516;72.97297297297297;73.20574162679425;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S78;60;94.73684210526315;97.05882352941177;45;68.91891891891892;77.36842105263158;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S79;56.36363636363636;89.47368421052632;93.93939393939394;41.46341463414634;64.86486486486487;72.91866028708134;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S8;60;89.47368421052632;94.28571428571428;43.58974358974359;67.56756756756756;74.73684210526315;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S80;87.27272727272727;0;71.64179104477611;0;64.86486486486487;43.63636363636363;0;0;0;0;0;0;0;NA;0;NA;0;0
HECKTOR-2H-Hinton-S81;54.54545454545454;78.94736842105263;88.23529411764706;37.5;60.810810810810814;66.74641148325358;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S82;50.90909090909091;94.73684210526315;96.55172413793103;40;62.16216216216216;72.82296650717703;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S83;25.454545454545453;100;100;31.666666666666664;44.5945945945946;62.72727272727272;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S84;49.09090909090909;94.73684210526315;96.42857142857143;39.130434782608695;60.810810810810814;71.91387559808612;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S85;45.45454545454545;100;100;38.775510204081634;59.45945945945946;72.72727272727273;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S86;60;89.47368421052632;94.28571428571428;43.58974358974359;67.56756756756756;74.73684210526315;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S87;58.18181818181818;100;100;45.23809523809524;68.91891891891892;79.0909090909091;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S88;56.36363636363636;100;100;44.18604651162791;67.56756756756756;78.18181818181817;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S89;52.72727272727272;94.73684210526315;96.66666666666667;40.909090909090914;63.51351351351351;73.73205741626793;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S9;56.36363636363636;94.73684210526315;96.875;42.857142857142854;66.21621621621621;75.55023923444976;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S90;58.18181818181818;94.73684210526315;96.96969696969697;43.90243902439025;67.56756756756756;76.45933014354067;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S91;41.81818181818181;84.21052631578947;88.46153846153845;33.33333333333333;52.702702702702695;63.014354066985646;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S92;61.81818181818181;94.73684210526315;97.14285714285714;46.15384615384615;70.27027027027027;78.27751196172248;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S93;72.72727272727273;73.68421052631578;88.88888888888889;48.275862068965516;72.97297297297297;73.20574162679425;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S94;60;94.73684210526315;97.05882352941177;45;68.91891891891892;77.36842105263158;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S95;56.36363636363636;89.47368421052632;93.93939393939394;41.46341463414634;64.86486486486487;72.91866028708134;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S96;87.27272727272727;0;71.64179104477611;0;64.86486486486487;43.63636363636363;0;0;0;0;0;0;0;NA;0;NA;0;0
HECKTOR-2H-Hinton-S97;56.36363636363636;78.94736842105263;88.57142857142857;38.46153846153847;62.16216216216216;67.6555023923445;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S98;56.36363636363636;78.94736842105263;88.57142857142857;38.46153846153847;62.16216216216216;67.6555023923445;0;0;0;0;0;0;0;0;0;0;0;0
HECKTOR-2H-Hinton-S99;25.454545454545453;100;100;31.666666666666664;44.5945945945946;62.72727272727272;0;0;0;0;0;0;0;0;0;0;0;0
